,scrape_id,host_since,host_listings_count,host_verifications,host_identity_verified,neighbourhood_group_cleansed,longitude,bathrooms,beds,minimum_nights,minimum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,calendar_updated,availability_30,availability_90,calendar_last_scraped,number_of_reviews_ltm,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_private_rooms,reviews_per_month
0,20241200000000.0,24/07/19,842.0,"['email', 'phone', 'work_email']",t,,151.28829,1.0,3.0,3,2,365,13.9,,3,3,08/12/24,11,4.64,5.0,4.73,4.55,194,0,4.23
1,20241200000000.0,29/11/14,2.0,"['email', 'phone']",t,,151.28616101223182,1.0,1.0,1,1,365,1.0,,3,39,08/12/24,20,4.75,4.5,4.85,4.8,2,2,6.06
2,20241200000000.0,12/04/19,46.0,"['email', 'phone']",t,,151.1024049,1.5,1.0,1,1,89,2.9,,24,69,08/12/24,1,5.0,5.0,5.0,5.0,46,42,0.77
3,20241200000000.0,12/04/19,46.0,"['email', 'phone']",t,,151.1024049,1.5,1.0,1,1,89,2.9,,27,87,08/12/24,2,4.0,4.0,4.5,4.5,46,42,2.0
4,20241200000000.0,07/02/13,1.0,"['email', 'phone']",t,,151.25643,1.0,2.0,90,90,365,90.0,,30,90,08/12/24,0,4.33,4.17,4.5,4.17,1,0,0.04
5,20241200000000.0,10/02/13,1.0,"['email', 'phone']",t,,151.22576,1.0,1.0,3,2,365,3.0,,0,0,08/12/24,0,4.86,4.86,5.0,4.86,1,1,0.1
6,20241200000000.0,16/06/16,1.0,"['email', 'phone']",t,,151.26778,1.0,4.0,2,2,365,2.0,,0,0,08/12/24,0,,,,,1,0,
7,20241200000000.0,12/04/19,46.0,"['email', 'phone']",t,,151.1024049,1.5,1.0,1,1,89,2.9,,27,87,08/12/24,1,2.0,3.0,2.0,2.0,46,42,1.0
8,20241200000000.0,12/04/19,46.0,"['email', 'phone']",t,,151.1024049,1.5,1.0,1,1,89,2.9,,18,78,08/12/24,2,3.0,3.0,4.0,2.5,46,42,1.46
9,20241200000000.0,12/04/19,46.0,"['email', 'phone']",t,,151.1024049,1.5,1.0,1,1,89,2.9,,18,39,08/12/24,1,5.0,5.0,5.0,5.0,46,42,0.65
10,20241200000000.0,23/09/09,1.0,"['email', 'phone']",f,,151.22497,1.0,1.0,90,90,180,90.0,,29,89,08/12/24,0,4.59,4.3,4.76,4.71,1,1,1.06
11,20241200000000.0,20/11/09,2.0,"['email', 'phone']",t,,151.263,3.0,3.0,14,12,30,13.9,,0,12,08/12/24,0,4.67,4.33,4.33,4.33,2,0,0.03
12,20241200000000.0,03/12/09,1.0,"['email', 'phone']",t,,151.2168,1.0,1.0,1,1,1125,1.0,,6,19,08/12/24,64,4.55,4.51,4.76,4.56,1,1,3.84
13,20241200000000.0,06/11/10,1.0,"['email', 'phone']",t,,151.23484,1.0,3.0,2,2,90,2.0,,1,14,08/12/24,27,4.62,4.34,4.92,4.72,1,0,2.5
14,20241200000000.0,10/02/13,2.0,"['email', 'phone']",t,,151.27953,1.0,3.0,3,3,21,3.0,,0,27,08/12/24,13,4.94,4.98,4.97,4.87,2,1,0.75
15,20241200000000.0,15/02/13,1.0,"['email', 'phone']",t,,151.10707,1.0,2.0,2,2,1125,2.0,,1,3,08/12/24,23,4.95,4.89,4.97,4.91,1,0,0.98
16,20241200000000.0,16/02/13,1.0,"['email', 'phone']",t,,151.21517944335938,1.0,1.0,3,1,1125,3.0,,8,8,08/12/24,16,4.92,4.92,4.98,4.83,1,0,1.14
17,20241200000000.0,31/01/13,2.0,"['email', 'phone']",t,,151.28732299804688,1.0,1.0,60,22,180,57.9,,0,59,08/12/24,1,4.8,4.6,5.0,4.4,2,0,0.05
18,20241200000000.0,07/05/12,1.0,"['email', 'phone']",t,,151.22771,1.0,1.0,3,3,1125,3.0,,12,18,08/12/24,4,4.68,4.68,4.75,4.52,1,0,0.2
19,20241200000000.0,03/01/11,1.0,"['email', 'phone', 'work_email']",t,,151.05226,2.5,3.0,1,1,30,1.0,,17,77,08/12/24,11,4.96,4.99,4.99,4.93,1,1,0.67
20,20241200000000.0,20/11/10,7.0,"['email', 'phone']",t,,151.2512006610632,1.0,2.0,3,3,300,3.0,,0,6,08/12/24,5,4.43,4.62,4.71,4.33,5,0,0.29
21,20241200000000.0,20/11/10,7.0,"['email', 'phone']",t,,151.25137,1.0,0.0,2,2,365,2.3,,1,60,08/12/24,1,4.0,5.0,4.0,5.0,5,0,1.0
22,20241200000000.0,21/02/11,1.0,"['email', 'phone']",t,,151.24885,1.0,2.0,4,4,90,4.0,,4,8,08/12/24,16,4.94,4.97,4.98,4.92,1,0,2.06
23,20241200000000.0,31/03/11,2.0,"['email', 'phone']",t,,151.266382,1.0,2.0,2,2,1125,2.0,,9,35,08/12/24,8,4.67,4.74,4.82,4.56,2,0,1.19
24,20241200000000.0,03/04/11,1.0,"['phone', 'work_email']",f,,151.12481,1.0,1.0,90,90,730,90.0,,0,0,08/12/24,0,4.9,4.95,4.95,4.95,1,1,0.14
25,20241200000000.0,28/04/11,3.0,"['email', 'phone']",t,,151.27887,1.0,3.0,7,7,365,7.0,,0,2,08/12/24,0,4.8,4.63,4.93,4.64,3,0,0.5
26,20241200000000.0,01/05/11,1.0,"['email', 'phone']",t,,151.31711,2.0,3.0,14,14,35,14.0,,8,64,08/12/24,1,5.0,4.92,5.0,4.92,1,0,0.21
27,20241200000000.0,22/03/11,1.0,"['email', 'phone']",t,,151.16055,1.0,2.0,1,1,30,1.0,,20,79,08/12/24,0,4.0,3.6,5.0,3.6,1,1,0.04
28,20241200000000.0,27/02/12,2.0,"['email', 'phone', 'work_email']",t,,151.21281,1.5,1.0,90,90,1125,90.0,,0,7,08/12/24,0,4.78,4.81,4.93,4.78,2,1,0.63
29,20241200000000.0,06/10/12,3.0,"['email', 'phone']",t,,151.22802791045012,2.0,2.0,7,7,90,7.0,,21,81,08/12/24,3,4.8,4.6,4.92,4.62,1,0,0.44
30,20241200000000.0,01/04/13,1.0,"['email', 'phone']",f,,151.25087,1.0,2.0,4,4,30,4.0,,4,21,08/12/24,1,4.86,4.54,4.85,4.75,1,0,0.1
31,20241200000000.0,05/04/13,1.0,"['email', 'phone']",t,,151.27331,1.0,2.0,7,5,21,5.0,,4,4,08/12/24,1,4.75,4.92,5.0,4.5,1,0,0.09
32,20241200000000.0,11/12/14,76.0,"['email', 'phone', 'work_email']",t,,151.31101765330573,2.0,5.0,3,3,1125,3.3,,15,70,08/12/24,3,4.8,4.68,4.68,4.53,70,0,0.16
33,20241200000000.0,07/04/13,3.0,"['email', 'phone']",t,,151.14542,1.0,0.0,1,1,365,1.0,,6,60,08/12/24,86,4.86,4.84,4.92,4.8,3,3,10.24
34,20241200000000.0,04/04/13,1.0,"['email', 'phone']",t,,151.22635,1.0,2.0,90,90,1125,90.0,,29,89,08/12/24,0,4.84,4.85,4.92,4.9,1,1,0.66
35,20241200000000.0,15/04/13,1.0,"['email', 'phone']",t,,151.16832,,,90,90,120,90.0,,0,16,08/12/24,3,4.56,4.36,4.86,4.71,1,0,0.39
36,20241200000000.0,22/04/13,1.0,"['email', 'phone', 'work_email']",t,,151.21137,1.0,1.0,2,2,1125,2.0,,7,13,08/12/24,1,4.73,4.3,4.9,4.7,1,0,0.29
37,20241200000000.0,11/04/11,3.0,"['email', 'phone']",t,,151.26217,1.0,1.0,3,3,1125,3.0,,19,79,08/12/24,1,4.77,4.78,4.9,4.58,2,1,0.26
38,20241200000000.0,22/06/11,3.0,"['email', 'phone', 'work_email']",t,,151.22479,1.0,1.0,5,3,1125,4.8,,0,10,08/12/24,21,4.77,4.86,4.96,4.77,3,0,1.81
39,20241200000000.0,26/06/11,1.0,"['email', 'phone']",t,,151.22452,1.0,1.0,3,3,365,3.0,,1,30,08/12/24,25,4.91,4.85,5.0,4.81,1,0,0.33
40,20241200000000.0,06/04/11,2.0,"['email', 'phone']",t,,151.26631,1.0,3.0,4,4,365,4.0,,14,24,08/12/24,5,4.41,4.31,4.77,4.28,2,0,0.67
41,20241200000000.0,18/10/11,2.0,"['email', 'phone']",t,,151.21443,1.0,1.0,2,2,7,2.0,,8,60,08/12/24,11,4.88,4.95,5.0,4.88,2,1,0.61
42,20241200000000.0,09/11/11,1.0,"['email', 'phone']",t,,151.27811,2.0,4.0,5,5,60,5.3,,1,21,08/12/24,0,4.75,4.44,4.89,4.56,1,0,0.06
43,20241200000000.0,30/09/11,2.0,"['email', 'phone']",t,,151.20162,1.5,1.0,3,3,35,3.0,,4,14,08/12/24,20,4.87,4.73,4.9,4.75,1,0,0.79
44,20241200000000.0,07/10/11,5.0,"['email', 'phone', 'work_email']",t,,151.22403,1.0,2.0,7,3,120,6.9,,0,28,08/12/24,21,4.79,4.81,4.91,4.8,5,0,2.47
45,20241200000000.0,04/05/12,1.0,"['email', 'phone']",t,,151.2378816,2.0,2.0,10,10,730,10.0,,6,27,08/12/24,0,4.67,4.33,4.67,4.87,1,0,0.17
46,20241200000000.0,26/08/13,1.0,"['email', 'phone']",t,,151.15622,1.0,1.0,7,1,1125,6.9,,30,70,08/12/24,2,4.81,4.67,4.88,4.6,1,1,0.37
47,20241200000000.0,01/05/13,2.0,"['email', 'phone']",t,,151.17109,2.0,1.0,90,90,1125,90.0,,29,89,08/12/24,0,4.69,4.3,4.81,4.56,2,2,0.2
48,20241200000000.0,23/01/13,1.0,['phone'],t,,151.25433,2.5,3.0,7,1,35,7.0,,12,72,08/12/24,1,4.92,4.92,5.0,4.83,1,0,0.14
49,20241200000000.0,03/05/13,2.0,"['email', 'phone']",t,,151.23534,1.0,2.0,3,3,365,3.0,,9,28,08/12/24,6,4.98,4.98,4.87,4.81,2,0,0.39
50,20241200000000.0,06/05/13,2.0,['phone'],t,,151.080627,2.0,1.0,3,3,730,3.0,,22,82,08/12/24,8,4.85,4.88,4.88,4.82,2,2,0.39
51,20241200000000.0,23/03/10,1.0,"['email', 'phone']",t,,151.21403,1.0,1.0,4,3,730,4.0,,4,41,08/12/24,17,4.94,4.87,4.97,4.83,1,0,0.94
52,20241200000000.0,06/05/13,2.0,"['email', 'phone']",t,,151.18716,2.0,3.0,3,3,1125,3.0,,10,45,08/12/24,0,4.89,4.79,5.0,4.64,1,0,0.23
53,20241200000000.0,07/05/13,1.0,"['email', 'phone', 'work_email']",t,,151.2271,1.0,3.0,7,5,1125,7.0,,6,30,08/12/24,0,5.0,5.0,5.0,4.5,1,0,0.02
54,20241200000000.0,01/05/13,2.0,"['email', 'phone']",t,,151.17114,2.0,1.0,90,90,1125,90.0,,30,90,08/12/24,0,4.67,4.33,4.67,4.33,2,2,0.02
55,20241200000000.0,14/05/13,1.0,"['email', 'phone', 'work_email']",t,,151.30787,1.0,1.0,2,2,14,2.0,,8,54,08/12/24,71,4.82,4.64,4.9,4.6,1,0,3.34
56,20241200000000.0,14/05/13,1.0,"['email', 'phone', 'work_email']",t,,151.26811,1.5,3.0,30,30,100,30.0,,0,7,08/12/24,0,4.84,4.74,5.0,4.61,1,0,0.28
57,20241200000000.0,26/04/10,51.0,"['email', 'phone']",t,,151.25758,2.0,3.0,5,2,1125,2.4,,13,46,08/12/24,12,4.46,4.29,4.79,4.47,47,0,0.55
58,20241200000000.0,14/12/11,1.0,"['email', 'phone']",t,,151.22499,1.0,1.0,3,3,365,3.0,,5,11,08/12/24,8,4.83,4.67,4.92,4.83,1,0,0.08
59,20241200000000.0,09/02/12,1.0,"['email', 'phone']",t,,151.19562,1.5,1.0,3,3,14,3.0,,26,86,08/12/24,4,4.65,4.63,4.74,4.63,1,1,0.19
60,20241200000000.0,22/10/11,1.0,"['email', 'phone', 'work_email']",t,,151.21231,1.0,1.0,3,3,30,3.0,,15,45,08/12/24,1,5.0,4.71,5.0,4.86,1,0,0.09
61,20241200000000.0,27/02/12,1.0,"['email', 'phone']",t,,151.15206,1.0,2.0,7,7,65,7.0,,0,26,08/12/24,20,4.93,4.81,4.99,4.94,1,0,1.37
62,20241200000000.0,03/03/12,3.0,"['email', 'phone', 'work_email']",t,,151.26371,1.0,1.0,2,1,1125,1.4,,11,30,08/12/24,17,4.51,4.7,4.83,4.39,3,0,1.23
63,20241200000000.0,03/03/12,3.0,"['email', 'phone', 'work_email']",t,,151.26267,1.0,1.0,2,1,1125,1.6,,7,39,08/12/24,14,4.63,4.66,4.77,4.46,3,0,1.26
64,20241200000000.0,08/03/12,1.0,"['email', 'phone']",t,,151.27419278040983,,,6,6,1125,6.0,,6,6,08/12/24,1,4.71,4.38,4.85,4.54,1,0,0.11
65,20241200000000.0,15/05/13,1.0,['phone'],t,,151.28309631347656,2.5,3.0,2,1,365,2.0,,11,12,08/12/24,5,4.74,4.59,4.96,4.63,1,0,0.2
66,20241200000000.0,19/05/13,1.0,"['email', 'phone']",t,,151.17166137695312,2.0,2.0,3,1,180,1.0,,17,72,08/12/24,10,4.92,4.92,4.97,4.84,1,0,0.61
67,20241200000000.0,28/05/13,2.0,"['email', 'phone']",t,,151.23635,1.0,2.0,91,91,365,91.0,,16,16,08/12/24,0,4.94,4.94,4.94,4.71,1,0,0.13
68,20241200000000.0,07/05/13,1.0,"['email', 'phone']",t,,151.26881,1.0,2.0,3,1,160,3.0,,1,5,08/12/24,19,4.82,4.91,4.97,4.76,1,0,1.13
69,20241200000000.0,27/02/12,2.0,"['email', 'phone', 'work_email']",t,,151.21261,1.5,2.0,90,90,180,90.0,,15,15,08/12/24,0,4.57,4.36,4.7,4.4,2,1,0.33
70,20241200000000.0,16/03/12,15.0,"['email', 'phone']",t,,151.19805,1.0,2.0,7,3,1125,16.4,,1,11,08/12/24,22,4.77,4.84,4.94,4.69,15,0,1.78
71,20241200000000.0,31/03/12,1.0,"['email', 'phone']",t,,151.22191,1.0,2.0,14,5,1125,13.7,,8,16,08/12/24,19,4.73,4.76,4.88,4.69,1,0,1.72
72,20241200000000.0,10/11/11,1.0,"['email', 'phone']",t,,151.15999,1.0,1.0,2,2,1125,2.0,,10,16,08/12/24,39,4.69,4.75,4.84,4.69,1,1,1.44
73,20241200000000.0,03/04/12,2.0,"['email', 'phone']",t,,151.02031,1.5,2.0,168,168,672,168.0,,23,83,08/12/24,0,,,,,2,2,
74,20241200000000.0,23/04/12,1.0,"['email', 'phone']",t,,151.27065,2.0,3.0,90,90,150,90.0,,28,88,08/12/24,0,4.64,4.9,5.0,4.8,1,0,0.07
75,20241200000000.0,05/02/10,1.0,"['email', 'phone']",t,,151.21303,,,90,90,1125,90.0,,30,90,08/12/24,0,4.63,4.46,4.85,4.51,1,0,0.29
76,20241200000000.0,07/05/12,1.0,"['email', 'phone']",t,,151.298065,2.5,6.0,5,5,1125,5.0,,2,2,08/12/24,0,5.0,5.0,5.0,5.0,1,0,0.03
77,20241200000000.0,06/06/13,1.0,"['email', 'phone']",t,,151.18773,1.0,1.0,5,2,1125,5.0,,2,14,08/12/24,51,4.84,4.82,4.92,4.84,1,0,4.06
78,20241200000000.0,16/06/13,2.0,"['email', 'phone']",t,,151.33583,1.0,5.0,2,2,365,2.5,,12,59,08/12/24,19,4.95,4.9,4.99,4.6,2,0,0.7
79,20241200000000.0,26/04/10,51.0,"['email', 'phone']",t,,151.24678,2.0,2.0,30,21,1125,41.3,,0,28,08/12/24,0,4.81,4.74,4.77,4.58,47,0,0.44
80,20241200000000.0,17/05/13,1.0,['phone'],t,,151.24948,,,90,90,1125,90.0,,0,0,08/12/24,0,4.46,3.85,4.63,4.44,1,0,0.19
81,20241200000000.0,16/06/13,2.0,"['email', 'phone']",t,,151.33437,1.0,2.0,2,2,365,2.0,,0,0,08/12/24,4,4.97,4.98,5.0,4.8,2,0,0.56
82,20241200000000.0,30/08/11,1.0,"['email', 'phone']",t,,151.22503,1.0,1.0,90,90,1125,90.0,,30,90,08/12/24,0,4.67,4.93,4.4,4.4,1,1,0.11
83,20241200000000.0,25/06/13,1.0,"['email', 'phone']",t,,151.23909,1.0,2.0,1,1,28,1.0,,13,73,08/12/24,7,4.72,4.72,4.79,4.62,1,1,0.5
84,20241200000000.0,07/04/11,2.0,"['email', 'phone', 'work_email']",t,,151.20671,1.0,1.0,6,6,1125,6.1,,0,0,08/12/24,21,4.82,4.63,4.92,4.86,1,1,1.57
85,20241200000000.0,10/05/12,1.0,"['email', 'phone']",t,,151.2747,1.0,3.0,5,5,1125,5.3,,3,26,08/12/24,15,4.93,4.8,4.99,4.83,1,0,0.82
86,20241200000000.0,13/05/12,1.0,"['email', 'phone']",t,,151.26337,1.0,1.0,7,7,45,7.7,,10,18,08/12/24,7,4.76,4.55,5.0,4.79,1,0,0.58
87,20241200000000.0,15/05/12,1.0,"['email', 'phone']",t,,151.24445,1.0,0.0,3,3,1125,3.1,,10,37,08/12/24,17,4.94,4.86,4.94,4.74,1,0,0.24
88,20241200000000.0,12/05/12,1.0,"['email', 'phone']",t,,151.2075993643738,1.0,2.0,3,1,200,2.9,,1,11,08/12/24,47,4.63,4.66,4.84,4.63,1,0,3.42
89,20241200000000.0,25/05/12,1.0,"['email', 'phone']",t,,151.03729,1.0,2.0,14,14,365,14.0,,0,46,08/12/24,6,4.78,4.64,4.94,4.86,1,0,0.35
90,20241200000000.0,15/06/12,1.0,"['email', 'phone']",t,,151.28761,1.0,1.0,2,1,200,2.0,,4,5,08/12/24,27,4.31,4.2,4.72,4.5,1,0,1.85
91,20241200000000.0,09/07/12,2.0,"['email', 'phone']",t,,151.2663,1.0,1.0,4,4,90,4.0,,14,53,08/12/24,10,4.87,4.64,4.95,4.79,2,1,1.24
92,20241200000000.0,11/07/12,2.0,"['email', 'phone']",t,,151.33141,,,90,90,1125,90.0,,0,0,08/12/24,5,4.85,4.84,4.95,4.75,1,0,0.81
93,20241200000000.0,18/02/13,1.0,"['email', 'phone']",t,,151.17866,1.5,2.0,2,2,1125,2.0,,1,7,08/12/24,22,4.89,4.85,4.95,4.83,1,0,1.4
94,20241200000000.0,15/07/13,1.0,"['email', 'phone']",f,,151.2195,2.0,3.0,90,90,150,90.0,,30,90,08/12/24,0,,,,,1,0,
95,20241200000000.0,14/09/12,2.0,"['email', 'phone']",t,,151.21252,2.0,1.0,90,90,1120,90.0,,30,90,08/12/24,0,4.6,4.67,4.7,4.63,2,2,0.22
96,20241200000000.0,17/07/13,1.0,"['email', 'phone', 'work_email']",t,,151.21646,2.0,2.0,3,3,730,3.1,,0,29,08/12/24,16,4.86,4.85,4.88,4.78,1,0,0.43
97,20241200000000.0,19/07/13,1.0,"['email', 'phone']",t,,151.18658,1.5,2.0,90,90,1125,90.0,,30,90,08/12/24,0,4.91,4.92,4.83,4.83,1,0,0.09
98,20241200000000.0,20/07/13,1.0,"['email', 'phone']",t,,151.2977294921875,2.5,4.0,7,7,30,7.0,,3,23,08/12/24,0,5.0,4.5,5.0,5.0,1,0,0.02
99,20241200000000.0,29/07/13,1.0,"['email', 'phone']",t,,151.21869,1.0,1.0,2,2,40,2.0,,5,65,08/12/24,1,4.92,4.97,5.0,4.79,1,0,0.28
100,20241200000000.0,10/06/13,2.0,"['email', 'phone']",t,,151.27,2.0,7.0,15,10,30,14.7,,0,12,08/12/24,1,4.91,5.0,5.0,4.64,2,1,0.08
101,20241200000000.0,01/08/13,1.0,"['email', 'phone']",t,,151.3061,1.0,1.0,2,2,90,2.2,,2,39,08/12/24,4,4.96,4.91,4.97,4.82,1,0,0.51
102,20241200000000.0,18/07/13,1.0,"['email', 'phone']",t,,151.1539288,,,1,1,34,1.0,,0,0,08/12/24,1,5.0,5.0,5.0,5.0,1,0,1.0
103,20241200000000.0,21/12/11,1.0,"['email', 'phone']",t,,151.05898,1.0,1.0,1,1,1125,1.0,,0,0,08/12/24,56,4.94,4.99,4.97,4.91,1,1,2.37
104,20241200000000.0,12/04/13,1.0,"['email', 'phone']",t,,151.19272,1.0,2.0,90,90,365,90.0,,0,7,08/12/24,0,4.75,4.74,4.92,4.76,1,0,0.82
105,20241200000000.0,04/08/13,55.0,"['email', 'phone']",t,,150.69909,2.5,7.0,28,7,1125,25.4,,18,36,08/12/24,4,4.64,4.69,4.83,4.42,7,0,0.27
106,20241200000000.0,11/06/13,1.0,"['email', 'phone']",t,,151.19104,1.0,2.0,8,8,730,8.0,,17,38,08/12/24,1,4.91,4.97,4.98,4.84,1,0,0.51
107,20241200000000.0,03/12/11,1.0,"['email', 'phone']",t,,151.27362,1.0,1.0,90,90,1125,90.0,,0,0,08/12/24,0,4.74,4.65,4.93,4.46,1,0,0.38
108,20241200000000.0,24/07/12,96.0,"['email', 'phone']",t,,151.21481,1.0,1.0,90,90,7,90.0,,8,8,08/12/24,5,4.71,4.67,4.92,4.58,65,0,0.23
109,20241200000000.0,07/10/11,5.0,"['email', 'phone', 'work_email']",t,,151.2224,1.0,2.0,7,2,120,6.9,,1,34,08/12/24,22,4.76,4.74,4.93,4.71,5,0,2.34
110,20241200000000.0,16/08/12,1.0,"['email', 'phone']",t,,151.25282,1.0,1.0,1,1,1125,1.0,,3,16,08/12/24,33,4.81,4.73,4.94,4.8,1,1,2.15
111,20241200000000.0,24/07/12,96.0,"['email', 'phone']",t,,151.22231,3.0,2.0,90,90,7,90.0,,11,34,08/12/24,4,4.91,4.86,4.73,4.77,65,0,0.19
112,20241200000000.0,05/06/12,1.0,['phone'],t,,151.19177,1.0,1.0,3,3,70,3.0,,3,3,08/12/24,6,4.86,4.92,4.98,4.85,1,0,0.75
113,20241200000000.0,14/08/12,1.0,"['email', 'phone']",t,,151.10974,1.0,2.0,90,90,1125,90.0,,0,6,08/12/24,0,4.55,4.65,4.9,4.73,1,0,0.28
114,20241200000000.0,08/08/13,1.0,"['email', 'phone']",t,,151.28632,1.0,1.0,3,3,180,3.6,,1,6,08/12/24,24,4.88,4.92,4.91,4.81,1,0,0.78
115,20241200000000.0,11/08/13,3.0,"['email', 'phone']",t,,151.1801,1.0,0.0,4,4,90,4.0,,7,33,08/12/24,23,4.88,4.9,4.97,4.75,3,0,1.12
116,20241200000000.0,11/08/13,1.0,"['email', 'phone']",t,,151.2439,1.0,1.0,90,90,1125,90.0,,30,90,08/12/24,0,,,,,1,0,
117,20241200000000.0,13/05/12,2.0,"['email', 'phone', 'work_email']",t,,151.27432,1.0,1.0,2,1,1125,2.0,,2,61,08/12/24,16,4.83,4.78,4.97,4.73,2,0,0.7
118,20241200000000.0,29/05/12,1.0,"['email', 'phone']",t,,151.27283,1.0,2.0,7,7,1125,7.0,,2,29,08/12/24,15,4.4,4.22,4.56,4.62,1,0,0.67
119,20241200000000.0,18/09/12,2.0,"['email', 'phone']",t,,151.06819,1.0,1.0,90,90,1125,90.0,,0,35,08/12/24,0,4.9,4.92,4.98,4.95,2,0,1.55
120,20241200000000.0,21/09/12,5.0,"['email', 'phone']",t,,151.26013,1.0,2.0,3,3,14,3.1,,16,70,08/12/24,8,4.48,4.62,4.48,4.52,5,5,0.14
121,20241200000000.0,26/09/12,1.0,"['email', 'phone']",t,,151.20941,,,365,365,455,365.0,,0,0,08/12/24,0,4.0,5.0,4.0,4.0,1,0,0.01
122,20241200000000.0,29/09/12,1.0,"['email', 'phone']",t,,151.26594,1.0,2.0,7,2,40,6.9,,6,16,08/12/24,22,4.99,4.95,4.99,4.92,1,0,0.72
123,20241200000000.0,03/10/12,2.0,"['email', 'phone']",t,,151.1855469,1.0,2.0,5,5,1125,5.0,,2,2,08/12/24,6,4.89,4.79,4.93,4.88,1,0,0.75
124,20241200000000.0,21/09/12,5.0,"['email', 'phone']",t,,151.26042,1.0,3.0,3,3,14,3.1,,20,74,08/12/24,6,4.88,4.81,4.98,4.86,5,5,0.3
125,20241200000000.0,21/09/12,5.0,"['email', 'phone']",t,,151.26062,1.5,1.0,3,3,14,3.1,,8,62,08/12/24,14,4.92,4.74,4.94,4.85,5,5,0.43
126,20241200000000.0,10/06/13,2.0,"['email', 'phone']",t,,151.27,1.0,1.0,2,2,10,2.0,,0,29,08/12/24,9,4.94,5.0,4.96,4.86,2,1,0.38
127,20241200000000.0,17/08/13,2.0,"['email', 'phone']",t,,151.23586,2.0,4.0,90,90,1125,90.0,,30,90,08/12/24,0,5.0,5.0,5.0,4.5,2,1,0.02
128,20241200000000.0,31/05/13,55.0,"['email', 'phone', 'work_email']",t,,151.31895,4.0,5.0,14,14,99,14.0,,28,88,08/12/24,0,5.0,5.0,5.0,5.0,1,0,0.02
129,20241200000000.0,30/01/13,1.0,"['email', 'phone']",t,,151.25132,1.0,3.0,6,6,90,6.0,,3,7,08/12/24,17,4.92,4.89,4.95,4.87,1,0,1.87
130,20241200000000.0,01/06/13,1.0,"['email', 'phone', 'work_email']",t,,151.28651,1.0,1.0,2,2,1125,2.0,,0,4,08/12/24,39,4.83,4.89,4.82,4.75,1,0,0.95
131,20241200000000.0,03/06/12,1.0,"['email', 'phone']",t,,151.25548,1.5,3.0,7,3,1125,6.9,,6,6,08/12/24,3,4.5,4.5,4.94,4.56,1,0,0.13
132,20241200000000.0,04/01/11,1.0,"['email', 'phone']",t,,151.18348,1.5,3.0,90,90,1125,90.0,,30,90,08/12/24,0,4.54,3.97,4.63,4.42,1,0,0.25
133,20241200000000.0,03/10/12,2.0,['phone'],f,,151.26079,,,90,90,400,90.0,,0,17,08/12/24,0,4.54,4.42,4.94,4.59,2,0,0.37
134,20241200000000.0,24/07/12,96.0,"['email', 'phone']",t,,151.3240371321397,4.0,5.0,90,90,7,90.0,,3,61,08/12/24,4,4.92,4.79,4.79,4.63,65,0,0.19
135,20241200000000.0,06/04/11,2.0,"['email', 'phone']",t,,151.26737,1.0,2.0,3,3,1125,3.0,,5,7,08/12/24,12,4.59,4.59,4.82,4.39,2,0,0.53
136,20241200000000.0,09/10/12,4.0,"['email', 'phone']",t,,151.22435,1.0,2.0,2,1,1125,8.5,,12,47,08/12/24,43,4.79,4.84,4.93,4.77,4,0,3.74
137,20241200000000.0,21/05/12,1.0,"['email', 'phone']",t,,151.17694,2.0,4.0,5,5,1125,5.0,,1,1,08/12/24,1,4.9,4.89,5.0,4.78,1,0,0.07
138,20241200000000.0,05/11/12,1.0,"['email', 'phone', 'work_email']",t,,151.24337,1.0,1.0,90,90,1125,90.0,,28,88,08/12/24,0,4.67,4.0,5.0,4.67,1,1,0.02
139,20241200000000.0,14/09/12,2.0,"['email', 'phone']",t,,151.21252,2.0,2.0,90,90,1125,90.0,,30,90,08/12/24,0,4.71,4.73,4.84,4.71,2,2,0.27
140,20241200000000.0,19/03/12,14.0,"['email', 'phone', 'work_email']",t,,151.2842,1.0,1.0,90,90,1125,90.0,,26,26,08/12/24,0,,,,,9,0,
141,20241200000000.0,19/03/12,14.0,"['email', 'phone', 'work_email']",t,,151.28215,1.0,4.0,21,7,1125,30.4,,0,0,08/12/24,7,4.82,4.55,5.0,4.91,9,0,0.16
142,20241200000000.0,01/09/13,4.0,"['email', 'phone']",t,,151.27792,,,364,364,365,364.0,,0,0,08/12/24,1,4.62,4.62,4.71,4.56,4,0,3.04
143,20241200000000.0,04/05/13,2.0,"['email', 'phone']",t,,151.2791,2.0,1.0,90,90,1125,90.0,,30,90,08/12/24,0,,,,,1,1,
144,20241200000000.0,04/09/13,3.0,"['email', 'phone']",t,,151.2933,1.0,1.0,2,1,90,2.0,,9,29,08/12/24,29,4.95,4.98,4.93,4.83,3,0,1.89
145,20241200000000.0,20/08/13,1.0,"['email', 'phone']",t,,151.27331,1.5,4.0,3,3,20,3.0,,8,27,08/12/24,1,5.0,5.0,5.0,4.67,1,0,0.02
146,20241200000000.0,13/09/13,1.0,"['email', 'phone', 'work_email']",t,,151.1834,1.0,1.0,90,90,1125,90.0,,9,20,08/12/24,32,4.9,4.96,4.95,4.79,1,0,2.36
