,id,scrape_id,host_id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
41,249100,20241200000000.0,1305178,18/10/11,t,2.0,3.0,"['email', 'phone']",t,t,North Sydney,,-33.84373,151.21443,1,1.0,1.0,1.0,$101.00,2,7,2,2,7,7,2.0,7.0,,t,8,30,60,60,08/12/24,97,11,1,4.88,4.9,4.95,4.95,5.0,4.97,4.88,f,2,1,1,0,0.61
43,266445,20241200000000.0,1228683,30/09/11,t,2.0,3.0,"['email', 'phone']",t,t,Sydney,,-33.90269,151.20162,2,1.5,1.0,1.0,$220.00,3,35,3,3,35,35,3.0,35.0,,t,4,10,14,99,08/12/24,124,20,1,4.87,4.87,4.73,4.85,4.9,4.59,4.75,f,1,1,0,0,0.79
44,276617,20241200000000.0,1261500,07/10/11,t,5.0,7.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.8727,151.22403,4,1.0,1.0,2.0,$200.00,7,120,3,12,120,120,6.9,120.0,,t,0,11,28,29,08/12/24,388,21,0,4.79,4.89,4.81,4.91,4.91,4.83,4.8,f,5,5,0,0,2.47
50,1139616,20241200000000.0,6250414,06/05/13,t,2.0,3.0,['phone'],t,t,Parramatta,,-33.776134,151.080627,2,2.0,1.0,1.0,$70.00,3,730,3,3,730,730,3.0,730.0,,t,22,52,82,179,08/12/24,53,8,2,4.85,4.74,4.88,4.84,4.88,4.8,4.82,f,2,0,2,0,0.39
51,1141803,20241200000000.0,97616,23/03/10,t,1.0,1.0,"['email', 'phone']",t,t,Sydney,,-33.88706,151.21403,2,1.0,1.0,1.0,$350.00,4,730,3,4,730,730,4.0,730.0,,t,4,15,41,126,08/12/24,116,17,0,4.94,4.94,4.87,4.97,4.97,5.0,4.83,f,1,1,0,0,0.94
55,1164589,20241200000000.0,6379641,14/05/13,t,1.0,4.0,"['email', 'phone', 'work_email']",t,t,Pittwater,,-33.6389,151.30787,2,1.0,1.0,1.0,$404.00,2,14,2,2,14,14,2.0,14.0,,t,8,26,54,327,08/12/24,461,71,5,4.82,4.84,4.64,4.89,4.9,4.96,4.6,f,1,1,0,0,3.34
58,292905,20241200000000.0,1502813,14/12/11,t,1.0,1.0,"['email', 'phone']",t,t,Sydney,,-33.87514,151.22499,2,1.0,1.0,1.0,$225.00,3,365,3,3,365,365,3.0,365.0,,t,5,11,11,250,08/12/24,12,8,1,4.83,5.0,4.67,5.0,4.92,4.92,4.83,f,1,1,0,0,0.08
61,360141,20241200000000.0,1821747,27/02/12,t,1.0,2.0,"['email', 'phone']",t,t,Marrickville,,-33.91701,151.15206,2,1.0,1.0,2.0,$120.00,7,65,7,7,65,65,7.0,65.0,,t,0,0,26,27,08/12/24,213,20,2,4.93,4.97,4.81,4.99,4.99,4.85,4.94,f,1,1,0,0,1.37
66,1181214,20241200000000.0,6462282,19/05/13,t,1.0,2.0,"['email', 'phone']",t,t,Leichhardt,,-33.88579941,151.17166137695312,4,2.0,2.0,2.0,$450.00,3,180,1,1,180,180,1.0,180.0,,t,17,47,72,324,08/12/24,62,10,0,4.92,4.97,4.92,4.89,4.97,4.95,4.84,f,1,1,0,0,0.61
68,1218594,20241200000000.0,6266484,07/05/13,t,1.0,3.0,"['email', 'phone']",t,t,Waverley,,-33.88489,151.26881,4,1.0,2.0,2.0,$220.00,3,160,1,3,160,160,3.0,160.0,,t,1,5,5,52,08/12/24,155,19,0,4.82,4.86,4.91,4.97,4.97,4.82,4.76,f,1,1,0,0,1.13
71,410073,20241200000000.0,2041405,31/03/12,t,1.0,4.0,"['email', 'phone']",t,t,Sydney,,-33.86984,151.22191,3,1.0,1.0,2.0,$197.00,14,1125,5,14,1125,1125,13.7,1125.0,,t,8,8,16,107,08/12/24,261,19,0,4.73,4.83,4.76,4.94,4.88,4.74,4.69,t,1,1,0,0,1.72
72,411828,20241200000000.0,1391360,10/11/11,t,1.0,1.0,"['email', 'phone']",t,t,Lane Cove,,-33.80525,151.15999,2,1.0,1.0,1.0,$89.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,10,16,16,229,08/12/24,219,39,1,4.69,4.69,4.75,4.86,4.84,4.74,4.69,f,1,0,1,0,1.44
77,1243792,20241200000000.0,6779186,06/06/13,t,1.0,3.0,"['email', 'phone']",t,t,Sydney,,-33.89652,151.18773,2,1.0,1.0,1.0,$146.00,5,730,2,10,1125,1125,5.0,1125.0,,t,2,7,14,98,08/12/24,560,51,8,4.84,4.93,4.82,4.96,4.92,4.89,4.84,f,1,1,0,0,4.06
78,1276799,20241200000000.0,6949862,16/06/13,t,2.0,2.0,"['email', 'phone']",t,t,Pittwater,,-33.63125,151.33583,7,1.0,3.0,5.0,$680.00,2,365,2,7,365,365,2.5,365.0,,t,12,35,59,297,08/12/24,93,19,3,4.95,4.93,4.9,4.99,4.99,4.98,4.6,f,2,2,0,0,0.7
81,1317388,20241200000000.0,6949862,16/06/13,t,2.0,2.0,"['email', 'phone']",t,t,Pittwater,,-33.63134,151.33437,2,1.0,1.0,2.0,$295.00,2,365,2,2,365,365,2.0,365.0,,t,0,0,0,237,08/12/24,60,4,1,4.97,4.97,4.98,4.98,5.0,4.98,4.8,f,2,2,0,0,0.56
84,471389,20241200000000.0,490818,07/04/11,t,2.0,3.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.90308,151.20671,2,1.0,1.0,1.0,$93.00,6,1125,6,20,1125,1125,6.1,1125.0,,t,0,0,0,138,08/12/24,239,21,2,4.82,4.84,4.63,4.91,4.92,4.78,4.86,f,1,0,1,0,1.57
85,472566,20241200000000.0,2343880,10/05/12,t,1.0,1.0,"['email', 'phone']",t,t,Warringah,,-33.78446,151.2747,5,1.0,2.0,3.0,$294.00,5,90,5,7,1125,1125,5.3,1125.0,,t,3,6,26,261,08/12/24,125,15,0,4.93,4.94,4.8,4.99,4.99,4.78,4.83,t,1,1,0,0,0.82
87,479359,20241200000000.0,2374584,15/05/12,t,1.0,4.0,"['email', 'phone']",t,t,Randwick,,-33.91737,151.24445,2,1.0,1.0,0.0,$200.00,3,1125,3,5,1125,1125,3.1,1125.0,,t,10,24,37,128,08/12/24,35,17,2,4.94,4.89,4.86,4.89,4.94,4.94,4.74,f,1,1,0,0,0.24
89,499631,20241200000000.0,2465634,25/05/12,t,1.0,1.0,"['email', 'phone']",t,t,Hurstville,,-33.98571,151.03729,4,1.0,2.0,2.0,$85.00,14,365,14,14,365,365,14.0,365.0,,t,0,19,46,193,08/12/24,50,6,1,4.78,4.84,4.64,4.96,4.94,4.72,4.86,f,1,1,0,0,0.35
93,1336819,20241200000000.0,5128250,18/02/13,t,1.0,1.0,"['email', 'phone']",t,t,Sydney,,-33.8819,151.17866,2,1.5,1.0,2.0,$135.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,1,4,7,211,08/12/24,192,22,4,4.89,4.9,4.85,4.96,4.95,4.9,4.83,f,1,1,0,0,1.4
96,1394990,20241200000000.0,7539151,17/07/13,t,1.0,2.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87245,151.21646,4,2.0,2.0,2.0,$471.00,3,730,3,4,730,730,3.1,730.0,,t,0,13,29,106,08/12/24,59,16,1,4.86,4.93,4.85,4.92,4.88,4.97,4.78,f,1,1,0,0,0.43
103,1477506,20241200000000.0,1526109,21/12/11,t,1.0,2.0,"['email', 'phone']",t,t,Auburn,,-33.8353,151.05898,2,1.0,1.0,1.0,$104.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,08/12/24,325,56,7,4.94,4.95,4.99,4.97,4.97,4.92,4.91,f,1,0,1,0,2.37
105,1484181,20241200000000.0,7940457,04/08/13,t,55.0,85.0,"['email', 'phone']",t,t,Penrith,,-33.72748,150.69909,10,2.5,4.0,7.0,$300.00,28,1125,7,28,1125,1125,25.4,1125.0,,t,18,36,36,118,08/12/24,36,4,0,4.64,4.75,4.69,4.86,4.83,4.72,4.42,f,7,7,0,0,0.27
108,616822,20241200000000.0,3046924,24/07/12,t,96.0,184.0,"['email', 'phone']",t,t,Sydney,,-33.87773,151.21481,2,1.0,1.0,1.0,$141.00,90,1125,90,90,7,1125,90.0,59.0,,t,8,8,8,281,08/12/24,24,5,1,4.71,4.79,4.67,4.96,4.92,4.92,4.58,f,65,65,0,0,0.23
109,619474,20241200000000.0,1261500,07/10/11,t,5.0,7.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87334,151.2224,4,1.0,1.0,2.0,$200.00,7,120,2,7,120,120,6.9,120.0,,t,1,9,34,35,08/12/24,350,22,0,4.76,4.84,4.74,4.91,4.93,4.77,4.71,f,5,5,0,0,2.34
110,653240,20241200000000.0,3284546,16/08/12,t,1.0,1.0,"['email', 'phone']",t,t,Waverley,,-33.89472,151.25282,2,1.0,1.0,1.0,$98.00,1,20,1,1,1125,1125,1.0,1125.0,,t,3,15,16,234,08/12/24,313,33,5,4.81,4.89,4.73,4.94,4.94,4.82,4.8,t,1,0,1,0,2.15
111,659009,20241200000000.0,3046924,24/07/12,t,96.0,184.0,"['email', 'phone']",t,t,Sydney,,-33.87742,151.22231,6,3.0,3.0,2.0,$959.00,90,1125,90,90,7,1125,90.0,59.0,,t,11,25,34,309,08/12/24,22,4,0,4.91,4.91,4.86,4.86,4.73,4.82,4.77,f,65,65,0,0,0.19
112,664353,20241200000000.0,2551056,05/06/12,t,1.0,1.0,['phone'],t,t,Leichhardt,,-33.85571,151.19177,2,1.0,1.0,1.0,$146.00,3,70,3,3,70,70,3.0,70.0,,t,3,3,3,92,08/12/24,111,6,2,4.86,4.88,4.92,4.95,4.98,4.93,4.85,f,1,1,0,0,0.75
114,1500360,20241200000000.0,8017672,08/08/13,t,1.0,1.0,"['email', 'phone']",t,t,Manly,,-33.79629,151.28632,2,1.0,1.0,1.0,$250.00,3,180,3,7,180,180,3.6,180.0,,t,1,3,6,181,08/12/24,91,24,1,4.88,4.92,4.92,4.9,4.91,4.97,4.81,f,1,1,0,0,0.78
115,1516013,20241200000000.0,8094649,11/08/13,t,3.0,6.0,"['email', 'phone']",t,t,Sydney,,-33.89185,151.1801,2,1.0,0.0,0.0,$154.00,4,90,4,4,90,90,4.0,90.0,,t,7,28,33,308,08/12/24,147,23,2,4.88,4.88,4.9,4.88,4.97,4.9,4.75,f,3,3,0,0,1.12
117,1521151,20241200000000.0,2357811,13/05/12,t,2.0,5.0,"['email', 'phone', 'work_email']",t,t,Warringah,,-33.7849,151.27432,2,1.0,0.0,1.0,$200.00,2,21,1,2,1125,1125,2.0,1125.0,,t,2,31,61,152,08/12/24,77,16,0,4.83,4.82,4.78,4.95,4.97,4.73,4.73,f,2,2,0,0,0.7
120,706542,20241200000000.0,3631357,21/09/12,t,5.0,5.0,"['email', 'phone']",t,t,Warringah,,-33.75398,151.26013,2,1.0,1.0,2.0,$80.00,3,14,3,4,14,14,3.1,14.0,,t,16,45,70,345,08/12/24,21,8,0,4.48,4.57,4.62,4.76,4.48,4.38,4.52,f,5,0,5,0,0.14
122,718597,20241200000000.0,3706591,29/09/12,t,1.0,2.0,"['email', 'phone']",t,t,Manly,,-33.80121,151.26594,4,1.0,1.0,2.0,$229.00,7,40,2,7,40,40,6.9,40.0,,t,6,15,16,265,08/12/24,105,22,3,4.99,4.96,4.95,4.99,4.99,4.99,4.92,f,1,1,0,0,0.72
123,725235,20241200000000.0,3750190,03/10/12,t,2.0,2.0,"['email', 'phone']",t,t,Leichhardt,,-33.84640503,151.1855469,4,1.0,2.0,2.0,$303.00,5,1124,5,5,1125,1125,5.0,1125.0,,t,2,2,2,166,08/12/24,111,6,1,4.89,4.94,4.79,4.97,4.93,4.87,4.88,f,1,1,0,0,0.75
124,731503,20241200000000.0,3631357,21/09/12,t,5.0,5.0,"['email', 'phone']",t,t,Warringah,,-33.75531,151.26042,3,1.0,1.0,3.0,$79.00,3,14,3,4,14,14,3.1,14.0,,t,20,49,74,164,08/12/24,42,6,1,4.88,4.79,4.81,4.86,4.98,4.73,4.86,f,5,0,5,0,0.3
125,731529,20241200000000.0,3631357,21/09/12,t,5.0,5.0,"['email', 'phone']",t,t,Warringah,,-33.75734,151.26062,2,1.5,1.0,1.0,$79.00,3,14,3,4,14,14,3.1,14.0,,t,8,37,62,152,08/12/24,53,14,2,4.92,4.88,4.74,4.92,4.94,4.71,4.85,f,5,0,5,0,0.43
129,1584102,20241200000000.0,4903605,30/01/13,t,1.0,3.0,"['email', 'phone']",t,t,Randwick,,-33.96699,151.25132,5,1.0,2.0,3.0,$170.00,6,90,6,6,90,90,6.0,90.0,,t,3,6,7,33,08/12/24,241,17,2,4.92,4.92,4.89,4.96,4.95,4.89,4.87,f,1,1,0,0,1.87
130,1584760,20241200000000.0,6677867,01/06/13,t,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Manly,,-33.79653,151.28651,2,1.0,1.0,1.0,$269.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,4,188,08/12/24,126,39,0,4.83,4.88,4.89,4.78,4.82,4.96,4.75,f,1,1,0,0,0.95
134,765619,20241200000000.0,3046924,24/07/12,t,96.0,184.0,"['email', 'phone']",t,t,Pittwater,,-33.59452339,151.3240371321397,8,4.0,4.0,5.0,"$1,677.00",90,1125,90,90,7,1125,90.0,61.5,,t,3,33,61,327,08/12/24,24,4,1,4.92,4.75,4.79,4.92,4.79,5.0,4.63,f,65,65,0,0,0.19
136,767295,20241200000000.0,3809995,09/10/12,t,4.0,5.0,"['email', 'phone']",t,t,Sydney,,-33.87151,151.22435,3,1.0,1.0,2.0,$185.00,2,1125,1,21,1125,1125,8.5,1125.0,,t,12,33,47,155,08/12/24,545,43,3,4.79,4.84,4.84,4.9,4.93,4.8,4.77,t,4,4,0,0,3.74
140,1598045,20241200000000.0,1972133,19/03/12,t,14.0,23.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.88775,151.2842,2,1.0,1.0,1.0,$420.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,26,26,26,26,08/12/24,0,0,0,,,,,,,,f,9,9,0,0,
141,1598143,20241200000000.0,1972133,19/03/12,t,14.0,23.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.88785,151.28215,4,1.0,2.0,4.0,$428.00,21,1125,7,90,1125,1125,30.4,1125.0,,t,0,0,0,169,08/12/24,22,7,1,4.82,4.86,4.55,5.0,5.0,4.95,4.91,f,9,9,0,0,0.16
146,1664928,20241200000000.0,8819120,13/09/13,t,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.90373,151.1834,2,1.0,1.0,1.0,$183.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,9,10,20,111,08/12/24,314,32,4,4.9,4.92,4.96,4.93,4.95,4.89,4.79,f,1,1,0,0,2.36
149,783928,20241200000000.0,1261500,07/10/11,t,5.0,7.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87255,151.22403,4,1.0,1.0,2.0,$190.00,7,120,2,12,120,120,6.9,120.0,,t,0,7,34,35,08/12/24,365,26,0,4.82,4.84,4.78,4.92,4.92,4.84,4.82,f,5,5,0,0,2.56
158,1685109,20241200000000.0,8908921,18/09/13,t,1.0,1.0,"['email', 'phone']",t,t,Sydney,,-33.88224,151.21151,4,1.0,2.0,2.0,$325.00,4,90,3,4,90,90,4.0,90.0,,t,12,34,47,132,08/12/24,143,28,1,4.94,4.94,4.92,4.99,4.97,4.95,4.9,t,1,1,0,0,1.05
159,1704477,20241200000000.0,8998185,23/09/13,t,1.0,1.0,"['email', 'phone']",t,t,Sutherland Shire,,-34.02207,151.08327,3,1.0,0.0,4.0,$113.00,2,21,2,2,1125,1125,2.0,1125.0,,t,8,38,67,67,08/12/24,215,31,6,4.73,4.74,4.79,4.94,4.93,4.77,4.76,f,1,1,0,0,1.6
160,1714235,20241200000000.0,9041452,25/09/13,t,1.0,1.0,"['email', 'phone']",t,t,Pittwater,,-33.59204,151.30073,6,2.0,3.0,6.0,$950.00,2,365,2,2,365,365,2.0,365.0,,t,10,27,57,326,08/12/24,159,18,1,4.96,4.92,4.89,4.99,4.98,4.98,4.73,f,1,1,0,0,1.2
162,820678,20241200000000.0,4277891,29/11/12,t,1.0,2.0,"['email', 'phone']",t,t,Marrickville,,-33.903,151.17494,2,1.0,1.0,1.0,$124.00,2,20,1,3,20,20,2.9,20.0,,t,0,9,25,182,08/12/24,31,23,3,5.0,5.0,5.0,5.0,5.0,4.97,4.97,f,1,0,1,0,0.3
163,822347,20241200000000.0,2667699,18/06/12,t,1.0,1.0,"['email', 'phone']",t,t,Sydney,,-33.89081,151.19734,4,2.0,2.0,2.0,$303.00,3,100,3,4,1125,1125,3.0,1125.0,,t,13,43,73,254,08/12/24,98,29,3,4.94,4.95,4.92,4.89,4.98,4.91,4.82,f,1,1,0,0,0.72
166,835531,20241200000000.0,1972133,19/03/12,t,14.0,23.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87651,151.22685,2,1.0,0.0,1.0,$189.00,21,730,7,21,730,730,20.9,730.0,,t,0,30,60,206,08/12/24,124,6,0,4.71,4.75,4.58,4.91,4.9,4.94,4.66,f,9,9,0,0,0.85
168,837511,20241200000000.0,4376844,11/12/12,t,3.0,5.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.89824,151.25349,5,1.0,3.0,3.0,$385.00,2,600,2,2,600,600,2.0,600.0,,t,0,0,14,184,08/12/24,20,6,1,4.8,4.85,4.7,4.85,4.9,4.9,4.75,f,2,2,0,0,0.18
169,846649,20241200000000.0,4421010,16/12/12,t,1.0,2.0,"['email', 'phone', 'work_email']",t,t,Warringah,,-33.78347,151.28284,2,1.0,1.0,1.0,$188.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,1,5,9,222,08/12/24,67,20,2,4.91,4.93,4.81,4.95,4.96,4.88,4.83,f,1,1,0,0,0.55
177,848819,20241200000000.0,4090509,08/11/12,t,1.0,1.0,"['email', 'phone']",t,t,Manly,,-33.797062,151.286627,2,1.0,0.0,1.0,$271.00,3,30,3,5,1125,1125,3.1,1125.0,,t,7,37,67,68,08/12/24,19,19,2,4.84,4.79,4.79,5.0,5.0,5.0,4.74,f,1,1,0,0,2.07
181,880940,20241200000000.0,4660343,10/01/13,t,1.0,1.0,"['email', 'phone']",t,t,Hunters Hill,,-33.83066,151.13443,2,1.0,1.0,1.0,$133.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,4,19,49,239,08/12/24,181,18,2,4.93,4.98,4.99,4.99,4.98,4.91,4.93,f,1,0,1,0,1.26
182,883062,20241200000000.0,4674300,12/01/13,t,1.0,1.0,"['email', 'phone']",t,t,Waverley,,-33.8795,151.28168,2,1.0,1.0,1.0,$200.00,3,60,3,3,1125,1125,3.0,1125.0,,t,5,29,52,134,08/12/24,126,15,2,4.93,4.94,4.8,4.98,4.99,4.89,4.86,f,1,0,1,0,0.93
186,1774193,20241200000000.0,8094649,11/08/13,t,3.0,6.0,"['email', 'phone']",t,t,Sydney,,-33.89157,151.18136,4,2.0,2.0,0.0,$250.00,4,90,4,4,90,90,4.0,90.0,,t,13,21,30,289,08/12/24,66,4,2,4.77,4.85,4.86,4.92,4.98,4.82,4.62,f,3,3,0,0,0.52
192,908809,20241200000000.0,4871762,27/01/13,t,1.0,2.0,"['email', 'phone']",t,t,Manly,,-33.79632,151.27618,2,1.0,1.0,1.0,$155.00,2,1124,2,2,1125,1125,2.0,1125.0,,t,0,11,22,109,08/12/24,346,39,3,4.92,4.94,4.97,4.98,4.97,4.95,4.9,t,1,0,1,0,2.42
194,910981,20241200000000.0,4759578,19/01/13,t,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Manly,,-33.80079,151.2872,4,1.0,2.0,2.0,$650.00,30,729,30,30,1125,1125,30.0,1125.0,,t,30,31,31,172,08/12/24,24,2,0,4.88,4.83,4.79,4.96,4.96,4.96,4.67,f,1,1,0,0,0.18
199,1852715,20241200000000.0,9182280,02/10/13,t,4.0,4.0,"['email', 'phone']",t,t,Sydney,,-33.877281,151.224197,4,2.0,2.0,2.0,$288.00,5,40,2,5,10,1125,4.8,1112.4,,t,13,31,47,48,08/12/24,320,40,2,4.82,4.9,4.88,4.96,4.93,4.85,4.77,f,3,3,0,0,2.38
204,1869971,20241200000000.0,6250414,06/05/13,t,2.0,3.0,['phone'],t,t,Parramatta,,-33.77732,151.08111,2,2.0,1.0,2.0,$70.00,3,30,3,3,30,30,3.0,30.0,,t,24,54,84,155,08/12/24,33,6,0,4.79,4.79,4.73,4.82,4.88,4.85,4.82,f,2,0,2,0,0.24
205,1877472,20241200000000.0,9778258,03/11/13,t,1.0,1.0,"['email', 'phone']",t,t,Pittwater,,-33.68909,151.30452,2,,1.0,,,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,0,0,0,08/12/24,416,71,5,4.92,4.95,4.92,4.93,4.96,4.81,4.9,f,1,1,0,0,3.1
206,1886610,20241200000000.0,3699017,28/09/12,t,1.0,2.0,"['email', 'phone']",t,t,Waverley,,-33.9059,151.25761,2,1.5,1.0,1.0,$272.00,2,100,2,2,1125,1125,2.0,1125.0,,t,16,30,33,244,08/12/24,465,44,3,4.9,4.91,4.81,4.97,4.98,4.9,4.82,t,1,1,0,0,3.47
207,1903284,20241200000000.0,3809995,09/10/12,t,4.0,5.0,"['email', 'phone']",t,t,Sydney,,-33.87144,151.22306,4,1.0,2.0,2.0,$217.00,2,1124,1,21,1125,1125,8.5,1125.0,,t,2,8,8,203,08/12/24,465,42,3,4.73,4.84,4.78,4.89,4.92,4.72,4.72,t,4,4,0,0,3.5
