,id,scrape_id,host_id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2466,23386524,20241200000000.0,156409670,2017-10-27,f,304.0,545.0,"['email', 'phone']",t,t,North Sydney,,-33.82224,151.20457,2,1.0,1.0,1.0,$261.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,28,58,88,363,08/12/24,0,0,0,,,,,,,,f,19,14,5,0,
2486,23871654,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Woollahra,,-33.88412,151.24315,4,1.0,2.0,3.0,$266.00,1,1125,1,3,3,1125,2.5,866.0,,t,16,33,60,145,08/12/24,58,21,4,4.84,4.88,4.71,4.83,4.79,4.93,4.69,t,179,179,0,0,0.72
2508,23492753,20241200000000.0,156409670,2017-10-27,f,304.0,545.0,"['email', 'phone']",t,t,Sydney,,-33.86628,151.20335,2,1.0,1.0,1.0,$333.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,28,58,88,363,08/12/24,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,19,14,5,0,0.1
2509,23495682,20241200000000.0,156409670,2017-10-27,f,304.0,545.0,"['email', 'phone']",t,t,Sydney,,-33.86124,151.20698,2,1.0,1.0,1.0,$600.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,28,58,88,363,08/12/24,0,0,0,,,,,,,,f,19,14,5,0,
2511,23508656,20241200000000.0,156409670,2017-10-27,f,304.0,545.0,"['email', 'phone']",t,t,Sydney,,-33.86677,151.20525,6,2.5,3.0,3.0,$565.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,13,39,65,340,08/12/24,0,0,0,,,,,,,,f,19,14,5,0,
2515,24020454,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.83227,151.21684,4,1.0,2.0,3.0,$257.00,3,365,2,21,365,365,13.9,365.0,,t,13,29,59,330,08/12/24,110,4,0,4.05,4.23,3.99,4.41,4.29,4.72,4.05,t,194,194,0,0,1.35
2518,24397013,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.84743,151.21645,2,1.0,1.0,1.0,$194.00,15,1125,15,15,1125,1125,15.0,1125.0,,t,1,22,52,142,08/12/24,1,0,0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,f,111,111,0,0,0.02
2535,24534836,20241200000000.0,138649185,2017-05-07,f,533.0,885.0,"['email', 'phone']",t,t,Sydney,,-33.87119,151.22607,2,1.0,1.0,1.0,$610.00,180,1125,180,180,1125,1125,180.0,1125.0,,t,28,58,88,363,08/12/24,0,0,0,,,,,,,,f,29,29,0,0,
2618,24980304,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Canada Bay,,-33.84985,151.1368,6,2.0,2.0,3.0,$235.00,3,365,2,21,365,365,13.9,365.0,,t,10,36,66,341,08/12/24,55,12,0,4.47,4.71,4.64,4.36,4.45,4.78,4.44,t,194,194,0,0,0.69
2654,25982723,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.83229,151.22822,4,2.0,2.0,3.0,$202.00,15,1125,5,15,1125,1125,13.2,1125.0,,t,1,31,35,72,08/12/24,8,1,0,4.75,4.63,4.5,4.88,4.75,4.88,4.38,t,111,111,0,0,0.11
2734,26776057,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Leichhardt,,-33.857986,151.178452,6,2.0,3.0,3.0,$382.00,3,365,2,21,365,365,13.9,365.0,,t,0,0,0,0,08/12/24,42,0,0,4.05,4.17,4.05,4.45,4.4,4.55,4.12,t,194,194,0,0,0.58
2782,27721039,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.82897,151.22589,4,2.0,2.0,3.0,$254.00,3,365,2,21,365,365,13.9,365.0,,t,15,45,75,350,08/12/24,95,13,1,4.45,4.59,4.2,4.67,4.36,4.77,4.4,t,194,194,0,0,1.26
2783,27723197,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.82897,151.22589,2,1.0,2.0,1.0,$177.00,3,365,2,21,365,365,14.1,365.0,,t,9,39,69,344,08/12/24,63,18,0,4.43,4.7,4.19,4.9,4.49,4.7,4.57,t,194,194,0,0,0.84
2819,27877254,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.86336,151.20622,2,1.0,1.0,1.0,$222.00,15,1125,5,15,1125,1125,10.6,1125.0,,t,7,30,38,98,08/12/24,12,6,2,4.67,5.0,4.58,4.0,4.5,4.83,4.42,t,111,111,0,0,0.17
2856,28085558,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87095,151.21805,2,1.0,1.0,1.0,$189.00,1,1125,1,90,1125,1125,67.2,1125.0,,t,0,0,0,110,08/12/24,11,2,0,4.91,4.91,4.91,4.55,4.36,4.64,4.45,t,179,179,0,0,0.15
2857,28107266,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.88887,151.20713,6,2.0,2.0,4.0,$212.00,1,1125,1,5,4,1125,3.5,871.1,,t,9,28,58,295,08/12/24,61,20,1,4.59,4.7,4.51,4.9,4.75,4.89,4.56,t,179,179,0,0,0.82
2858,28112234,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.82897,151.22589,2,1.0,1.0,1.0,$184.00,3,365,2,21,365,365,14.0,365.0,,t,15,45,75,350,08/12/24,59,7,1,4.2,4.44,4.17,4.76,4.25,4.58,4.24,t,194,194,0,0,0.79
2877,28260836,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.83204,151.22388,4,1.0,2.0,3.0,$232.00,15,1125,3,15,1125,1125,12.0,1125.0,,t,10,20,37,284,08/12/24,31,7,1,4.45,4.55,4.1,4.35,4.55,4.97,4.35,t,111,111,0,0,0.41
3094,30048290,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Leichhardt,,-33.85938,151.1929,4,1.0,2.0,3.0,$291.00,3,365,2,21,365,365,14.1,365.0,,t,25,45,71,342,08/12/24,118,17,3,4.44,4.51,4.44,4.53,4.64,4.78,4.37,t,194,194,0,0,1.61
3165,31023743,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.86948,151.22105,3,1.0,1.0,2.0,$191.00,3,365,2,21,365,365,13.9,365.0,,t,8,15,39,314,08/12/24,129,19,3,4.33,4.53,4.34,4.12,4.29,4.72,4.38,t,194,194,0,0,1.78
3216,30806904,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87398,151.19717,4,2.0,2.0,3.0,$349.00,3,365,2,3,365,365,3.0,365.0,,t,1,1,1,214,08/12/24,100,12,0,3.92,4.08,3.79,3.85,4.02,4.68,3.99,t,194,194,0,0,1.39
3218,30810407,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Woollahra,,-33.88675,151.24246,6,,3.0,,,90,1125,90,90,3,1125,90.0,863.5,,t,0,0,0,0,08/12/24,50,6,0,4.72,4.88,4.8,4.9,4.74,4.96,4.64,t,179,179,0,0,0.71
3219,30811630,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87922,151.18134,2,1.0,0.0,0.0,$151.00,3,365,2,21,365,365,13.9,365.0,,t,0,0,0,0,08/12/24,27,0,0,4.26,4.59,4.41,4.63,4.7,4.81,4.44,t,194,194,0,0,0.37
3273,31559938,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.86977,151.19199,4,2.0,2.0,3.0,$304.00,3,365,2,21,365,365,13.9,365.0,,t,14,35,65,340,08/12/24,77,14,2,4.27,4.44,4.03,4.69,4.27,4.84,4.34,t,194,194,0,0,1.09
3276,31597795,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Leichhardt,,-33.868465,151.175461,4,1.0,2.0,2.0,$274.00,3,365,2,21,365,365,13.9,365.0,,t,11,41,71,343,08/12/24,55,15,1,4.25,4.47,4.25,4.76,4.65,4.58,4.25,t,194,194,0,0,0.78
3299,30961311,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87219598,151.19379311450774,2,1.0,1.0,1.0,$153.00,1,1125,1,3,2,1125,2.0,860.9,,t,13,15,15,165,08/12/24,40,11,1,4.73,4.88,4.58,4.93,4.73,4.9,4.63,t,179,179,0,0,0.56
3300,30962378,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87022118,151.19326702230825,2,1.0,1.0,1.0,$186.00,1,1125,1,4,4,1125,3.5,871.1,,t,0,0,0,259,08/12/24,52,5,0,4.48,4.75,4.56,4.88,4.65,4.71,4.44,t,179,179,0,0,0.73
3383,32121995,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.90273,151.26099,4,1.0,2.0,2.0,$321.00,3,365,2,21,365,365,13.9,365.0,,t,17,47,61,328,08/12/24,80,10,1,4.39,4.51,4.39,4.81,4.5,4.81,4.31,t,194,194,0,0,1.14
3524,33931340,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.88512,151.20735,2,1.0,1.0,1.0,$190.00,3,365,2,21,365,365,13.9,365.0,,t,5,20,50,325,08/12/24,82,10,1,4.21,4.48,4.17,4.45,4.21,4.74,4.04,t,194,194,0,0,1.21
3602,34345899,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Randwick,,-33.92236354,151.25370743779996,6,,3.0,,,90,1125,90,90,14,1125,90.0,906.5,,t,6,6,6,6,08/12/24,4,0,0,5.0,5.0,4.25,5.0,5.0,5.0,4.75,t,179,179,0,0,0.06
3611,35403742,20241200000000.0,156409670,2017-10-27,f,304.0,545.0,"['email', 'phone']",t,t,Sydney,,-33.86726,151.20371,2,1.0,1.0,1.0,$600.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,29,59,89,364,08/12/24,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,19,14,5,0,0.02
3612,35407187,20241200000000.0,156409670,2017-10-27,f,304.0,545.0,"['email', 'phone']",t,t,Sydney,,-33.8691,151.20516,4,2.0,2.0,1.0,$668.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,29,59,89,364,08/12/24,1,0,0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,f,19,14,5,0,0.02
3668,35644588,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.83575,151.22849,4,1.0,2.0,2.0,$334.00,3,365,2,3,365,365,3.0,365.0,,t,3,18,43,309,08/12/24,50,22,1,4.78,4.86,4.68,4.86,4.6,4.92,4.52,t,194,194,0,0,0.78
3673,34789274,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.83237,151.22588,2,1.0,1.0,1.0,$141.00,15,1124,5,15,1125,1125,12.6,1125.0,,t,0,0,0,17,08/12/24,11,1,0,4.91,5.0,4.73,4.55,4.91,4.91,4.91,t,111,111,0,0,0.18
