,id,scrape_id,host_id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
63,366857,20241200000000.0,1852102,2012-03-03,f,3.0,3.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.89247,151.26267,2,1.0,0.0,1.0,$240.00,2,1125,1,2,1125,1125,1.6,1125.0,,t,7,20,39,274,08/12/24,166,14,0,4.63,4.61,4.66,4.87,4.77,4.79,4.46,t,3,3,0,0,1.26
65,1180462,20241200000000.0,6398768,2013-05-15,f,1.0,2.0,['phone'],t,t,Waverley,,-33.88528442,151.28309631347656,4,2.5,2.0,3.0,$448.00,2,365,1,2,365,365,2.0,365.0,,t,11,12,12,195,08/12/24,27,5,1,4.74,4.89,4.59,4.89,4.96,4.89,4.63,t,1,1,0,0,0.2
71,410073,20241200000000.0,2041405,2012-03-31,t,1.0,4.0,"['email', 'phone']",t,t,Sydney,,-33.86984,151.22191,3,1.0,1.0,2.0,$197.00,14,1125,5,14,1125,1125,13.7,1125.0,,t,8,8,16,107,08/12/24,261,19,0,4.73,4.83,4.76,4.94,4.88,4.74,4.69,t,1,1,0,0,1.72
76,466383,20241200000000.0,2315641,2012-07-05,f,1.0,2.0,"['email', 'phone']",t,t,Warringah,,-33.762707,151.298065,7,2.5,4.0,6.0,"$1,280.00",5,60,5,5,1125,1125,5.0,1125.0,,t,2,2,2,2,08/12/24,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.03
85,472566,20241200000000.0,2343880,2012-10-05,t,1.0,1.0,"['email', 'phone']",t,t,Warringah,,-33.78446,151.2747,5,1.0,2.0,3.0,$294.00,5,90,5,7,1125,1125,5.3,1125.0,,t,3,6,26,261,08/12/24,125,15,0,4.93,4.94,4.8,4.99,4.99,4.78,4.83,t,1,1,0,0,0.82
110,653240,20241200000000.0,3284546,2012-08-16,t,1.0,1.0,"['email', 'phone']",t,t,Waverley,,-33.89472,151.25282,2,1.0,1.0,1.0,$98.00,1,20,1,1,1125,1125,1.0,1125.0,,t,3,15,16,234,08/12/24,313,33,5,4.81,4.89,4.73,4.94,4.94,4.82,4.8,t,1,0,1,0,2.15
128,1548191,20241200000000.0,6676972,2013-05-31,f,55.0,83.0,"['email', 'phone', 'work_email']",t,t,Pittwater,,-33.6642,151.31895,8,4.0,5.0,5.0,"$3,460.00",14,50,14,14,99,1125,14.0,119.9,,t,28,58,88,363,08/12/24,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.02
136,767295,20241200000000.0,3809995,2012-09-10,t,4.0,5.0,"['email', 'phone']",t,t,Sydney,,-33.87151,151.22435,3,1.0,1.0,2.0,$185.00,2,1125,1,21,1125,1125,8.5,1125.0,,t,12,33,47,155,08/12/24,545,43,3,4.79,4.84,4.84,4.9,4.93,4.8,4.77,t,4,4,0,0,3.74
147,775552,20241200000000.0,2650727,2012-06-16,f,3.0,4.0,"['email', 'phone']",t,t,Mosman,,-33.82532,151.2465,4,1.0,2.0,3.0,$220.00,3,1125,1,3,1125,1125,3.0,1125.0,,t,1,12,16,16,08/12/24,281,20,1,4.39,4.49,4.23,4.86,4.78,4.85,4.36,t,3,3,0,0,1.93
148,777184,20241200000000.0,4098267,2012-08-11,f,1.0,1.0,"['email', 'phone']",t,t,Sydney,,-33.87715,151.21347,3,1.0,1.0,1.0,$185.00,25,800,29,90,800,800,73.6,800.0,,t,0,0,4,279,08/12/24,122,0,0,4.52,4.55,4.29,4.75,4.84,4.92,4.53,t,1,1,0,0,0.84
156,1669063,20241200000000.0,2308825,2012-06-05,f,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Marrickville,,-33.90762,151.13515,2,1.0,1.0,1.0,$182.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,30,60,90,365,08/12/24,2,0,0,4.0,3.5,4.0,3.5,4.0,4.0,4.0,t,1,0,1,0,0.02
158,1685109,20241200000000.0,8908921,2013-09-18,t,1.0,1.0,"['email', 'phone']",t,t,Sydney,,-33.88224,151.21151,4,1.0,2.0,2.0,$325.00,4,90,3,4,90,90,4.0,90.0,,t,12,34,47,132,08/12/24,143,28,1,4.94,4.94,4.92,4.99,4.97,4.95,4.9,t,1,1,0,0,1.05
161,1725625,20241200000000.0,7295333,2013-05-07,f,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Leichhardt,,-33.8828,151.17378,4,1.5,2.0,1.0,$300.00,14,90,14,14,1125,1125,14.0,1125.0,,t,4,34,57,104,08/12/24,62,0,0,4.9,4.95,4.79,4.94,4.92,4.92,4.75,t,1,1,0,0,0.47
179,871059,20241200000000.0,1624979,2012-01-19,f,2.0,8.0,"['email', 'phone', 'work_email']",t,t,Mosman,,-33.82221,151.24368,7,1.0,2.0,4.0,$275.00,1,1111,1,5,1111,1111,4.5,1111.0,,t,6,31,60,203,08/12/24,392,61,4,4.65,4.71,4.59,4.79,4.83,4.75,4.58,t,1,1,0,0,2.71
192,908809,20241200000000.0,4871762,2013-01-27,t,1.0,2.0,"['email', 'phone']",t,t,Manly,,-33.79632,151.27618,2,1.0,1.0,1.0,$155.00,2,1124,2,2,1125,1125,2.0,1125.0,,t,0,11,22,109,08/12/24,346,39,3,4.92,4.94,4.97,4.98,4.97,4.95,4.9,t,1,0,1,0,2.42
206,1886610,20241200000000.0,3699017,2012-09-28,t,1.0,2.0,"['email', 'phone']",t,t,Waverley,,-33.9059,151.25761,2,1.5,1.0,1.0,$272.00,2,100,2,2,1125,1125,2.0,1125.0,,t,16,30,33,244,08/12/24,465,44,3,4.9,4.91,4.81,4.97,4.98,4.9,4.82,t,1,1,0,0,3.47
207,1903284,20241200000000.0,3809995,2012-09-10,t,4.0,5.0,"['email', 'phone']",t,t,Sydney,,-33.87144,151.22306,4,1.0,2.0,2.0,$217.00,2,1124,1,21,1125,1125,8.5,1125.0,,t,2,8,8,203,08/12/24,465,42,3,4.73,4.84,4.78,4.89,4.92,4.72,4.72,t,4,4,0,0,3.5
212,1968430,20241200000000.0,7471543,2013-07-14,f,1.0,1.0,"['email', 'phone']",t,t,Waverley,,-33.88429,151.28021,4,1.0,2.0,3.0,$499.00,14,180,7,10,1125,1125,7.2,1125.0,,t,9,35,65,246,08/12/24,24,2,0,4.88,4.88,4.75,4.88,4.92,4.92,4.75,t,1,1,0,0,0.34
261,2172385,20241200000000.0,11027939,2014-05-01,t,1.0,1.0,"['email', 'phone']",t,t,Pittwater,,-33.67616,151.31485,4,1.0,2.0,3.0,$350.00,7,365,7,7,1125,1125,7.0,1125.0,,t,3,4,8,258,08/12/24,199,7,1,4.92,4.96,4.86,4.93,4.96,4.96,4.76,t,1,1,0,0,1.51
266,2223142,20241200000000.0,11319478,2014-01-15,t,2.0,3.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.88846,151.28265,4,,2.0,,,4,356,4,4,356,356,4.0,356.0,,t,1,1,1,1,08/12/24,15,1,0,5.0,4.93,5.0,5.0,5.0,5.0,4.87,t,1,1,0,0,0.13
280,2292211,20241200000000.0,11710316,2014-01-27,t,1.0,1.0,"['email', 'phone']",t,t,Warringah,,-33.74177,151.2893,4,1.0,2.0,2.0,$115.00,5,60,5,5,1125,1125,5.0,1125.0,,t,0,0,0,105,08/12/24,108,11,0,4.85,4.92,4.96,4.96,4.95,4.71,4.84,t,1,1,0,0,0.84
297,2396968,20241200000000.0,12246300,2014-02-14,t,2.0,2.0,['phone'],t,t,Hunters Hill,,-33.83288,151.15096,2,1.0,1.0,1.0,$141.00,1,90,1,1,90,90,1.0,90.0,,t,3,14,37,123,08/12/24,270,114,11,4.77,4.84,4.74,4.95,4.95,4.86,4.83,t,1,1,0,0,9.93
298,2407046,20241200000000.0,283498077,2019-06-08,f,41.0,50.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.86752,151.22395,4,2.0,2.0,2.0,$324.00,5,60,2,21,1125,1125,13.6,1125.0,,t,16,39,39,136,08/12/24,52,8,0,4.88,4.89,4.89,4.91,4.91,4.94,4.86,t,40,40,0,0,0.43
312,2506504,20241200000000.0,12829634,2014-05-03,t,3.0,3.0,"['email', 'phone']",t,t,Marrickville,,-33.89778,151.16822,1,1.0,1.0,1.0,$128.00,3,150,1,10,1125,1125,3.1,1125.0,,t,9,39,69,160,08/12/24,186,21,1,4.88,4.91,4.95,4.97,4.96,4.81,4.83,t,3,0,3,0,1.62
317,2546323,20241200000000.0,13037683,2014-11-03,t,1.0,1.0,"['email', 'phone']",t,t,Willoughby,,-33.798508,151.215561,4,1.0,0.0,2.0,$111.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,4,5,255,08/12/24,271,23,0,4.76,4.81,4.69,4.92,4.91,4.8,4.77,t,1,1,0,0,2.08
320,2561006,20241200000000.0,10007090,2013-11-14,t,3.0,4.0,"['email', 'phone']",t,t,Sydney,,-33.87529,151.22545,2,1.0,1.0,1.0,$149.00,5,1125,3,5,1125,1125,5.0,1125.0,,t,6,36,47,322,08/12/24,195,18,3,4.7,4.84,4.89,4.93,4.84,4.86,4.67,t,3,3,0,0,2.13
337,2672392,20241200000000.0,150595,2010-06-23,t,7.0,11.0,"['email', 'phone']",t,t,Waverley,,-33.90529,151.26255,2,1.0,1.0,1.0,$254.00,6,180,1,6,1125,1125,6.0,1125.0,,t,0,0,4,58,08/12/24,30,6,0,4.93,4.83,4.9,4.97,5.0,4.97,4.83,t,1,1,0,0,0.28
339,2681223,20241200000000.0,9656582,2013-10-27,t,2.0,2.0,"['email', 'phone', 'work_email']",t,t,Sutherland Shire,,-34.0645,151.15372,4,1.0,2.0,3.0,$177.00,30,730,30,30,1125,1125,30.0,1125.0,,t,0,13,23,298,08/12/24,46,1,0,4.41,4.52,4.09,4.87,4.78,4.87,4.33,t,1,1,0,0,0.4
362,2774803,20241200000000.0,11806780,2014-01-31,f,1.0,1.0,"['email', 'phone']",t,t,Waverley,,-33.8952,151.24943,2,1.0,1.0,1.0,$80.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,30,60,90,91,08/12/24,32,0,0,4.66,4.66,4.59,4.88,4.91,4.84,4.63,t,1,0,1,0,0.25
367,2811738,20241200000000.0,14184077,2014-12-04,t,4.0,4.0,"['email', 'phone']",t,t,Sydney,,-33.87278,151.21938,6,2.5,3.0,3.0,$978.00,3,100,3,5,1125,1125,3.0,1125.0,,t,18,48,74,253,08/12/24,227,19,0,4.85,4.93,4.88,4.88,4.93,4.43,4.7,t,1,1,0,0,2.09
390,2943652,20241200000000.0,12243966,2014-02-14,f,1.0,1.0,"['email', 'phone']",t,t,Ku-Ring-Gai,,-33.77057,151.16764,2,1.0,0.0,1.0,$142.00,5,730,5,5,1125,1125,5.0,1125.0,,t,0,4,6,221,08/12/24,291,23,0,4.97,4.97,4.95,4.99,4.98,4.95,4.91,t,1,1,0,0,2.26
392,2952191,20241200000000.0,15061497,2014-03-05,f,2.0,2.0,"['email', 'phone']",t,t,Mosman,,-33.840317,151.233627,2,,,,,90,150,90,90,1125,1125,90.0,1125.0,,t,18,19,49,106,08/12/24,64,0,0,4.73,4.84,4.84,4.94,4.84,4.92,4.75,t,2,2,0,0,0.53
413,4078418,20241200000000.0,21155190,2014-10-09,t,1.0,1.0,"['email', 'phone']",t,t,Manly,,-33.79795,151.26581,2,1.0,1.0,1.0,$180.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,130,08/12/24,244,25,0,4.96,4.98,4.98,4.99,4.99,4.96,4.93,t,1,1,0,0,2.02
417,4448723,20241200000000.0,2058986,2012-02-04,t,1.0,5.0,"['email', 'phone']",t,t,Marrickville,,-33.89265,151.17674,2,1.0,0.0,1.0,$94.00,3,14,3,3,1125,1125,3.0,1125.0,,t,2,2,3,22,08/12/24,317,37,4,4.89,4.93,4.97,4.95,4.98,4.92,4.83,t,1,1,0,0,3.24
420,4465427,20241200000000.0,1852102,2012-03-03,f,3.0,3.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.89438,151.2646,2,1.0,0.0,1.0,$221.00,1,1125,1,2,1125,1125,1.4,1125.0,,t,2,21,39,314,08/12/24,125,6,0,4.51,4.55,4.6,4.85,4.74,4.72,4.26,t,3,3,0,0,1.02
426,4114764,20241200000000.0,6251301,2013-06-05,t,1.0,1.0,"['email', 'phone']",t,t,Sydney,,-33.87408,151.22425,4,1.0,1.0,2.0,$168.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,9,13,18,235,08/12/24,135,22,2,4.74,4.79,4.78,4.76,4.83,4.79,4.6,t,1,1,0,0,1.09
434,4512300,20241200000000.0,283498077,2019-06-08,f,41.0,50.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.89286,151.26125,5,2.0,2.0,3.0,$179.00,2,90,2,21,90,90,13.8,90.0,,t,5,18,48,323,08/12/24,53,17,1,4.75,4.78,4.92,4.96,4.96,4.73,4.53,t,40,40,0,0,0.43
456,4569536,20241200000000.0,22823436,2014-10-21,t,1.0,1.0,"['email', 'phone']",t,t,Waverley,,-33.90619,151.26064,2,1.0,0.0,1.0,$170.00,2,1125,1,2,1125,1125,2.0,1125.0,,t,3,14,31,302,08/12/24,406,55,3,4.85,4.9,4.88,4.94,4.92,4.94,4.75,t,1,1,0,0,3.31
457,4571075,20241200000000.0,113874,2010-04-26,f,51.0,161.0,"['email', 'phone']",t,t,Waverley,,-33.89756,151.27445,4,1.0,2.0,2.0,$548.00,7,180,2,7,90,1125,2.4,1101.6,,t,7,32,52,106,08/12/24,117,13,1,4.63,4.71,4.53,4.8,4.84,4.91,4.5,t,47,47,0,0,0.98
459,4236007,20241200000000.0,3821609,2012-10-10,t,1.0,2.0,['phone'],t,t,Manly,,-33.79055,151.28266,5,1.0,2.0,4.0,$388.00,5,90,3,5,7,1125,5.0,1099.7,,t,7,14,37,46,08/12/24,71,30,4,5.0,4.97,4.94,5.0,5.0,4.87,4.9,t,1,1,0,0,2.17
461,4244433,20241200000000.0,20953030,2014-04-09,f,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.88599,151.2771,4,1.0,1.0,1.0,$188.00,2,725,1,2,1125,1125,1.4,1125.0,,t,13,13,15,19,08/12/24,256,15,5,4.71,4.79,4.71,4.9,4.9,4.91,4.62,t,1,1,0,0,2.08
466,4590323,20241200000000.0,19024481,2014-07-28,f,1.0,2.0,"['email', 'phone']",t,t,Randwick,,-33.95356,151.23057,6,2.0,2.0,4.0,$314.00,4,50,4,4,50,50,4.0,50.0,,t,15,23,23,23,08/12/24,14,0,0,4.71,4.79,4.64,4.93,4.93,4.64,4.71,t,1,1,0,0,0.12
472,4252825,20241200000000.0,16026854,2014-05-27,t,63.0,238.0,"['email', 'phone']",t,t,Sydney,,-33.89007,151.2062,4,1.0,2.0,3.0,$284.00,5,90,5,21,90,90,7.1,90.0,,t,3,11,20,21,08/12/24,25,9,1,4.56,4.84,4.64,4.84,4.96,4.88,4.44,t,59,59,0,0,0.22
488,4711731,20241200000000.0,19949885,2014-08-13,t,4.0,4.0,"['email', 'phone', 'work_email']",t,t,Woollahra,,-33.88674545,151.23484802246094,2,1.0,1.0,1.0,$164.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,20,36,54,317,08/12/24,451,47,8,4.81,4.89,4.91,4.9,4.84,4.93,4.74,t,2,2,0,0,3.75
497,4730376,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Woollahra,,-33.86032094,151.27608152623824,8,3.5,4.0,4.0,"$1,965.00",1,1125,1,7,3,1125,3.8,866.0,,t,3,22,22,22,08/12/24,37,1,0,4.46,4.43,4.35,4.46,4.41,4.92,4.16,t,179,179,0,0,0.33
503,4771018,20241200000000.0,10244117,2013-11-25,f,9.0,20.0,"['email', 'phone']",t,t,Waverley,,-33.8906613,151.2737628,5,1.5,2.0,3.0,$180.00,90,120,90,90,120,120,90.0,120.0,,t,0,0,0,221,08/12/24,64,2,0,4.64,4.64,4.58,4.88,4.88,4.95,4.7,t,9,9,0,0,0.59
518,4841999,20241200000000.0,24885065,2014-12-16,t,1.0,3.0,"['email', 'phone']",t,t,Waverley,,-33.88786316,151.27110290527344,4,1.0,2.0,2.0,$240.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,1,20,50,140,08/12/24,162,54,7,4.85,4.9,4.76,4.91,4.91,4.94,4.77,t,1,1,0,0,1.68
522,5435721,20241200000000.0,28200063,2015-02-23,f,6.0,7.0,['phone'],t,t,City Of Kogarah,,-33.9702336,151.1027981,2,1.0,1.0,1.0,$90.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,12,40,40,228,08/12/24,160,20,1,4.63,4.74,4.6,4.75,4.71,4.79,4.65,t,6,0,6,0,1.34
528,4883406,20241200000000.0,25123504,2014-12-23,t,5.0,8.0,"['email', 'phone']",t,t,Sydney,,-33.87787839,151.2112804709785,4,1.0,2.0,2.0,$221.00,4,1125,3,21,1125,1125,15.7,1125.0,,t,6,14,16,273,08/12/24,364,34,0,4.82,4.86,4.81,4.93,4.97,4.91,4.77,t,5,5,0,0,3.02
529,4886370,20241200000000.0,25107348,2014-12-22,f,1.0,1.0,['phone'],t,t,Rockdale,,-33.93937,151.12819,1,1.0,1.0,1.0,$150.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,30,60,90,180,08/12/24,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,0,1,0,0.01
543,5572652,20241200000000.0,18141445,2014-07-15,t,2.0,2.0,"['email', 'phone']",t,t,Penrith,,-33.7457,150.74053,4,1.5,1.0,2.0,$50.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,11,22,35,307,08/12/24,281,41,3,4.73,4.83,4.9,4.95,4.87,4.71,4.82,t,2,0,2,0,2.38
559,5127169,20241200000000.0,26395164,2015-01-20,t,2.0,5.0,"['email', 'phone', 'work_email']",t,t,Botany Bay,,-33.92321777,151.18772888183594,3,1.0,1.0,2.0,$215.00,1,365,1,1,1125,1125,1.0,1125.0,,t,18,48,78,78,08/12/24,90,19,1,4.89,4.91,4.84,4.9,4.99,4.93,4.83,t,2,1,1,0,0.75
560,5128349,20241200000000.0,26511293,2015-01-22,f,1.0,3.0,"['email', 'phone']",t,t,Pittwater,,-33.62192,151.33349,4,1.0,1.0,2.0,$233.00,6,90,6,6,1125,1125,6.0,1125.0,,t,10,38,68,248,08/12/24,157,9,0,4.75,4.82,4.8,4.93,4.96,4.84,4.67,t,1,1,0,0,1.33
564,5164150,20241200000000.0,25123504,2014-12-23,t,5.0,8.0,"['email', 'phone']",t,t,Sydney,,-33.87774712,151.21117752688514,2,1.0,1.0,1.0,$190.00,5,1125,4,21,1125,1125,19.7,1125.0,,t,16,30,30,285,08/12/24,157,19,1,4.73,4.84,4.69,4.9,4.93,4.81,4.63,t,5,5,0,0,1.31
571,5652283,20241200000000.0,29291898,2015-03-13,f,18.0,27.0,"['email', 'phone']",t,t,Rockdale,,-33.95351,151.1357,1,1.0,1.0,1.0,$65.00,80,730,80,80,730,730,80.0,730.0,,t,30,60,90,90,08/12/24,30,4,0,4.33,4.5,4.57,4.86,4.83,4.48,4.41,t,16,1,15,0,0.28
579,6466486,20241200000000.0,33776354,2015-05-19,f,2.0,6.0,"['email', 'phone']",t,t,Willoughby,,-33.7948,151.17679,2,1.0,1.0,0.0,$128.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,23,53,83,83,08/12/24,9,1,0,4.0,4.22,4.33,4.56,4.44,4.44,3.78,t,2,1,1,0,0.08
583,5684830,20241200000000.0,24158100,2014-11-25,t,38.0,42.0,"['email', 'phone', 'work_email']",t,t,Pittwater,,-33.64334,151.3313,2,1.0,0.0,1.0,$205.00,2,1125,2,5,1125,1125,2.1,1125.0,,t,3,7,18,184,08/12/24,128,15,1,4.81,4.88,4.85,4.91,4.95,4.95,4.81,t,6,6,0,0,1.14
584,5685025,20241200000000.0,24158100,2014-11-25,t,38.0,42.0,"['email', 'phone', 'work_email']",t,t,Pittwater,,-33.64335,151.33239,10,4.0,5.0,5.0,"$2,400.00",7,30,7,14,1125,1125,13.0,1125.0,,t,21,49,60,325,08/12/24,6,1,0,5.0,5.0,4.83,5.0,5.0,5.0,4.67,t,6,6,0,0,0.07
597,5731148,20241200000000.0,26566590,2015-01-23,f,1.0,6.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.88802,151.27257,2,,1.0,,,21,50,21,21,1125,1125,21.0,1125.0,,t,0,0,0,0,08/12/24,33,0,0,4.85,4.85,4.7,4.91,4.97,4.97,4.91,t,1,1,0,0,0.4
598,5733723,20241200000000.0,28200063,2015-02-23,f,6.0,7.0,['phone'],t,t,City Of Kogarah,,-33.97094,151.10391,2,1.0,1.0,1.0,$80.00,2,730,2,2,730,730,2.0,730.0,,t,8,38,68,343,08/12/24,134,15,3,4.44,4.6,4.4,4.66,4.57,4.68,4.46,t,6,0,6,0,1.14
600,5751283,20241200000000.0,29837638,2015-03-23,f,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.85833,151.20559,6,2.5,3.0,4.0,$609.00,3,1125,1,3,1125,1125,3.0,1125.0,,t,16,37,37,37,08/12/24,238,0,0,4.76,4.75,4.61,4.91,4.97,4.96,4.57,t,1,1,0,0,2.03
615,5796607,20241200000000.0,30073559,2015-03-26,f,6.0,9.0,"['email', 'phone']",t,t,Pittwater,,-33.66757,151.31724,6,1.0,4.0,4.0,$445.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,30,60,90,365,08/12/24,0,0,0,,,,,,,,t,6,4,2,0,
620,5893273,20241200000000.0,28200063,2015-02-23,f,6.0,7.0,['phone'],t,t,City Of Kogarah,,-33.96964,151.10156,2,1.0,1.0,2.0,$90.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,18,48,78,353,08/12/24,109,17,2,4.55,4.68,4.56,4.8,4.73,4.76,4.6,t,6,0,6,0,0.93
621,5893296,20241200000000.0,28200063,2015-02-23,f,6.0,7.0,['phone'],t,t,City Of Kogarah,,-33.97005,151.10212,2,1.0,1.0,1.0,$88.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,16,34,41,316,08/12/24,92,13,1,4.62,4.85,4.36,4.87,4.79,4.85,4.7,t,6,0,6,0,0.79
622,5895126,20241200000000.0,28200063,2015-02-23,f,6.0,7.0,['phone'],t,t,City Of Kogarah,,-33.97123,151.10201,2,1.0,1.0,1.0,$88.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,11,19,23,273,08/12/24,50,13,2,4.58,4.76,4.4,4.8,4.68,4.6,4.5,t,6,0,6,0,0.45
